<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
Overall Index,20200405,571165.00,574020.00,571165.00,573903.20,6968481494
Overall Index,20200406,575338.00,575338.00,568336.00,569673.60,6908099439
Overall Index,20200407,571035.00,583599.00,571035.00,583344.40,6091464283
Overall Index,20200408,586287.00,597351.00,586287.00,597070.50,6423905377
Overall Index,20200411,600714.00,608289.00,600705.00,607854.90,6379192341
Overall Index,20200412,610281.00,623328.00,610281.00,623260.30,6651783602
Overall Index,20200413,626759.00,643951.00,624527.00,624527.50,5873740205
Overall Index,20200414,622910.00,626515.00,617224.00,626388.70,5403828413
Overall Index,20200415,629198.00,645781.00,629198.00,645722.40,5419376813
Overall Index,20200418,653689.00,668981.00,653689.00,668905.60,4088669905
Overall Index,20200419,677297.00,691183.00,677297.00,690037.30,10605349045
Overall Index,20200420,691277.00,709012.00,691277.00,708994.60,6775869348
Overall Index,20200421,716060.00,726964.00,716060.00,726137.40,6766131536
Overall Index,20200422,729307.00,741952.00,729307.00,741901.80,5832074074
Overall Index,20200425,750464.00,770549.00,750464.00,769372.80,3268853466
Overall Index,20200426,780468.00,798105.00,780468.00,797813.30,8728022060
Overall Index,20200427,806172.00,820534.00,806172.00,820505.30,7008109176
Overall Index,20200428,830580.00,846008.00,830580.00,845952.50,6391503110
Overall Index,20200429,853992.00,878434.00,853992.00,878093.60,4435490859
Overall Index,20200502,892690.00,917501.00,892690.00,917406.00,3561666228
Overall Index,20200503,932736.00,964308.00,932736.00,956200.10,5252148608
Overall Index,20200504,956324.00,979106.00,956324.00,979105.30,9435375771
Overall Index,20200505,992991.00,995966.00,978019.00,980571.10,18441732371
Overall Index,20200506,980515.00,980515.00,965587.00,977923.50,12207169240
Overall Index,20200509,990339.00,1020910.00,990339.00,1020217.50,6121409736
Overall Index,20200510,1033830.00,1044560.00,1033830.00,1043252.70,5912743990
Overall Index,20200511,1048820.00,1048820.00,1043070.00,1047762.80,7000008924
Overall Index,20200512,1045500.00,1045500.00,1020310.00,1021444.80,22026888743
Overall Index,20200513,1009360.00,1026060.00,1008010.00,1017662.50,16262242442
Overall Index,20200516,1016653.00,1016653.00,982410.00,987475.30,5506646850
Overall Index,20200517,979444.00,979444.00,964004.00,968460.50,10369705009
Overall Index,20200518,978644.00,995184.00,978644.00,995180.60,11443245251
Overall Index,20200519,1004700.00,1008560.00,1000870.00,1002124.60,8732531148
Overall Index,20200520,996630.00,996750.00,985119.00,986759.20,9267146855
Overall Index,20200523,986677.00,986677.00,959306.00,959840.50,11365797623
Overall Index,20200526,946195.00,946195.00,926121.00,926132.70,7377826258
Overall Index,20200527,913866.00,938557.00,913435.00,938549.80,11156199580
Overall Index,20200530,939162.00,973495.00,939162.00,973494.70,7108519719
Overall Index,20200531,983773.00,987440.00,970270.00,970413.00,12219515758
Overall Index,20200601,971583.00,988120.00,971214.00,988120.70,8803129433
Overall Index,20200602,996019.00,1028530.00,996019.00,1028537.60,10498413248
Overall Index,20200606,1046170.00,1068860.00,1046170.00,1068844.00,8921162776
Overall Index,20200607,1090970.00,1116280.00,1090970.00,1116186.60,6664794532
Overall Index,20200608,1121810.00,1127890.00,1114200.00,1118912.10,10434326227
Overall Index,20200609,1117340.00,1129080.00,1117340.00,1118118.10,9106492978
Overall Index,20200610,1127560.00,1153670.00,1127560.00,1153679.70,10191255302
Overall Index,20200613,1174020.00,1190500.00,1174020.00,1189807.40,7411217143
Overall Index,20200614,1201870.00,1201870.00,1178410.00,1185376.60,12626895539
Overall Index,20200615,1191070.00,1205650.00,1191070.00,1200120.70,7828202921
Overall Index,20200616,1204110.00,1229700.00,1204110.00,1229701.60,6261831081
Overall Index,20200620,1244900.00,1270600.00,1244900.00,1270602.60,5981561776
Overall Index,20200621,1292660.00,1300830.00,1292660.00,1300828.10,11160501191
Overall Index,20200622,1315830.00,1341530.00,1315830.00,1341531.90,8995572496
Overall Index,20200623,1364210.00,1391810.00,1364210.00,1391041.00,6410103386
Overall Index,20200624,1393580.00,1419430.00,1393580.00,1419439.00,5866572950
Overall Index,20200627,1436090.00,1466280.00,1436090.00,1466275.80,5386512550
Overall Index,20200628,1492710.00,1499890.00,1487660.00,1491951.50,15702101123
Overall Index,20200629,1476890.00,1481920.00,1460440.00,1481924.10,11969542093
Overall Index,20200630,1502960.00,1546850.00,1502960.00,1546849.90,5424660373
Overall Index,20200701,1577660.00,1612880.00,1577660.00,1612882.40,8424169276
Overall Index,20200704,1635660.00,1645260.00,1618820.00,1621367.50,13518558466
Overall Index,20200705,1624700.00,1655400.00,1620210.00,1655406.90,9076880721
Overall Index,20200706,1676370.00,1740870.00,1676370.00,1736402.00,5961724478
Overall Index,20200707,1734850.00,1748000.00,1734850.00,1747078.10,8769615327
Overall Index,20200708,1757560.00,1767010.00,1752520.00,1753678.20,14166076996
Overall Index,20200711,1726650.00,1741290.00,1719030.00,1741296.10,9087138878
Overall Index,20200712,1763460.00,1814830.00,1763460.00,1812832.50,10232084300
Overall Index,20200713,1812680.00,1822110.00,1799810.00,1822117.10,11451636537
Overall Index,20200714,1842380.00,1846160.00,1835130.00,1844860.00,8360271153
Overall Index,20200715,1840420.00,1845120.00,1838570.00,1841695.90,13503057383
Overall Index,20200718,1822650.00,1822650.00,1809030.00,1809147.20,7171367853
Overall Index,20200719,1797980.00,1864940.00,1797980.00,1864945.80,12659176002
Overall Index,20200720,1893780.00,1924880.00,1893780.00,1924798.40,7913995501
Overall Index,20200721,1920180.00,1920180.00,1901240.00,1916202.30,7836520240
Overall Index,20200722,1909690.00,1909690.00,1888590.00,1901169.30,6285974263
Overall Index,20200725,1932780.00,1953150.00,1932780.00,1952920.80,8981609217
Overall Index,20200726,1957560.00,1964180.00,1935960.00,1946134.40,8083273619
Overall Index,20200727,1924540.00,1933940.00,1900330.00,1933943.80,13331170649
Overall Index,20200728,1946460.00,1973490.00,1941150.00,1941156.70,13084373726
Overall Index,20200729,1924080.00,1924080.00,1899580.00,1904316.10,9197300428
Overall Index,20200801,1912600.00,1961640.00,1912600.00,1961649.40,9998721899
Overall Index,20200802,1961620.00,2013730.00,1961620.00,2011493.00,12610040235
Overall Index,20200803,2011870.00,2015420.00,1987590.00,1993328.00,7979094697
Overall Index,20200804,1986390.00,1995030.00,1986390.00,1995037.20,11558926385
Overall Index,20200805,2011980.00,2034210.00,2011980.00,2034187.00,8408247779
Overall Index,20200809,2068820.00,2083190.00,2068820.00,2078511.80,8358613968
Overall Index,20200810,2100700.00,2103310.00,2064650.00,2065111.80,11027604126
Overall Index,20200811,2039800.00,2039800.00,1999370.00,1999853.50,6183853347
Overall Index,20200812,2018690.00,2039460.00,1975290.00,1975544.90,8851849877
Overall Index,20200815,1944790.00,1944790.00,1902980.00,1903259.40,5560625292
Overall Index,20200816,1880840.00,1880840.00,1813550.00,1813574.50,4652454776
Overall Index,20200817,1799780.00,1815690.00,1794310.00,1815696.40,13066013650
Overall Index,20200818,1838800.00,1856530.00,1825350.00,1825354.20,11055218501
Overall Index,20200819,1812310.00,1812310.00,1756870.00,1757257.60,3923830325
Overall Index,20200822,1773450.00,1779560.00,1727220.00,1727265.00,8791981850
Overall Index,20200823,1710590.00,1710590.00,1662200.00,1662205.00,5504613157
Overall Index,20200824,1650690.00,1650690.00,1607250.00,1608544.50,9709942568
Overall Index,20200825,1621980.00,1650470.00,1621980.00,1650026.40,8353636864
Overall Index,20200826,1676640.00,1718760.00,1676640.00,1718762.70,3534573792
Overall Index,20200831,1753400.00,1762480.00,1727940.00,1727953.00,14841558644
Overall Index,20200901,1714960.00,1714960.00,1684730.00,1684741.40,4779935604
Overall Index,20200902,1660890.00,1660890.00,1631880.00,1631883.70,3849817286
Overall Index,20200905,1642190.00,1645280.00,1639170.00,1642037.90,9324762063
Overall Index,20200906,1660680.00,1669270.00,1647850.00,1647855.30,9062889130
Overall Index,20200907,1631690.00,1631690.00,1607210.00,1607211.90,3802198262
Overall Index,20200908,1587000.00,1587000.00,1570040.00,1570049.20,854599940
Overall Index,20200909,1552590.00,1556320.00,1546140.00,1556315.00,7076966915
Overall Index,20200912,1571480.00,1590460.00,1571480.00,1583747.00,4769372602
Overall Index,20200913,1584160.00,1593270.00,1574730.00,1578185.90,8297021386
Overall Index,20200914,1584450.00,1607490.00,1584450.00,1607490.90,7006506716
Overall Index,20200915,1633040.00,1667250.00,1633040.00,1664559.20,7401427233
Overall Index,20200916,1694530.00,1712040.00,1694530.00,1704098.70,14309953540
Overall Index,20200919,1699170.00,1712990.00,1686000.00,1699506.10,10078131174
Overall Index,20200920,1689630.00,1690720.00,1652240.00,1652248.90,5180391292
Overall Index,20200921,1619660.00,1619660.00,1595140.00,1595148.30,2682979522
Overall Index,20200922,1592670.00,1594180.00,1566520.00,1581205.50,9717365984
Overall Index,20200923,1596230.00,1621850.00,1596230.00,1611452.20,10684307910
Overall Index,20200926,1625530.00,1634890.00,1615650.00,1615678.30,6249270204
Overall Index,20200927,1599240.00,1599240.00,1572140.00,1572158.00,2905804409
Overall Index,20200928,1551440.00,1551440.00,1515930.00,1515932.90,1412448360
Overall Index,20200929,1497840.00,1497840.00,1483580.00,1492902.00,8873748832
Overall Index,20200930,1500810.00,1503410.00,1488990.00,1503413.00,8102307751
Overall Index,20201003,1513270.00,1546150.00,1513270.00,1546147.00,6394935945
Overall Index,20201004,1548960.00,1548960.00,1522930.00,1522937.60,13210031649
Overall Index,20201005,1504150.00,1504150.00,1489780.00,1490154.50,8485480921
Overall Index,20201006,1496050.00,1514710.00,1496050.00,1514699.10,5573399468
Overall Index,20201007,1526810.00,1541920.00,1526810.00,1540706.60,7400760074
Overall Index,20201010,1541130.00,1542110.00,1534050.00,1541842.60,6259120105
Overall Index,20201011,1554820.00,1600200.00,1554820.00,1597045.40,11768804405
Overall Index,20201012,1590290.00,1595960.00,1579320.00,1579566.30,15160828269
Overall Index,20201013,1583010.00,1588790.00,1570970.00,1579633.00,10722141530
Overall Index,20201014,1580970.00,1580970.00,1560560.00,1561450.90,5884201996
Overall Index,20201018,1548210.00,1548210.00,1514230.00,1514244.10,3337279128
Overall Index,20201019,1493940.00,1493940.00,1462380.00,1462382.10,1484911996
Overall Index,20201020,1450620.00,1450620.00,1419310.00,1419312.30,3401250927
Overall Index,20201021,1422830.00,1431080.00,1412280.00,1412300.20,10170446314
Overall Index,20201024,1396480.00,1396480.00,1374040.00,1374049.00,2569014788
Overall Index,20201026,1360240.00,1360240.00,1336580.00,1336587.00,6022640803
Overall Index,20201027,1329450.00,1329450.00,1301730.00,1301959.10,4618914028
Overall Index,20201028,1285520.00,1288340.00,1278840.00,1288286.50,5610643243
Overall Index,20201031,1294990.00,1312180.00,1294990.00,1305979.20,6504434829
Overall Index,20201101,1303510.00,1303510.00,1279880.00,1279901.90,4956633713
Overall Index,20201102,1267270.00,1267270.00,1262240.00,1264538.50,5216162788
Overall Index,20201104,1271520.00,1290500.00,1271520.00,1290507.40,5268439718
Overall Index,20201107,1277210.00,1277210.00,1262470.00,1262869.60,5541613371
Overall Index,20201108,1252300.00,1252300.00,1240480.00,1240512.70,1101596681
Overall Index,20201109,1225240.00,1225240.00,1214900.00,1215222.60,6620972135
Overall Index,20201110,1217980.00,1223260.00,1211900.00,1211935.60,8214236358
Overall Index,20201111,1214430.00,1221080.00,1210030.00,1221082.20,8554396238
Overall Index,20201114,1231050.00,1249510.00,1231050.00,1247591.40,4122853690
Overall Index,20201115,1261580.00,1268780.00,1257280.00,1257364.30,16100988695
Overall Index,20201116,1252820.00,1273740.00,1251400.00,1273746.70,8798789306
Overall Index,20201117,1283030.00,1309020.00,1283030.00,1296958.00,8663396085
Overall Index,20201118,1319950.00,1345400.00,1319950.00,1345295.00,6577194971
Overall Index,20201121,1370200.00,1374800.00,1366530.00,1366536.20,19667002049
Overall Index,20201122,1359480.00,1359480.00,1337630.00,1358847.90,17106964569
Overall Index,20201123,1369120.00,1384440.00,1369120.00,1375530.30,11225036316
Overall Index,20201124,1380840.00,1382200.00,1356940.00,1356944.50,21524946160
Overall Index,20201125,1348360.00,1367170.00,1344870.00,1367171.10,14463166857
Overall Index,20201128,1371420.00,1390800.00,1368560.00,1390803.40,17281599312
Overall Index,20201129,1405710.00,1427190.00,1405710.00,1427198.60,15814137118
Overall Index,20201130,1445700.00,1465970.00,1445700.00,1465934.20,14334810815
Overall Index,20201201,1460200.00,1474840.00,1457930.00,1473701.90,12756294341
Overall Index,20201202,1472200.00,1480720.00,1468900.00,1470967.60,13833002786
Overall Index,20201205,1464930.00,1490710.00,1463970.00,1490713.30,10665347293
Overall Index,20201206,1505190.00,1526570.00,1505190.00,1523105.80,12490671592
Overall Index,20201207,1523650.00,1531890.00,1512960.00,1512962.10,21808948958
Overall Index,20201208,1512580.00,1512580.00,1492770.00,1507362.70,13722271110
Overall Index,20201209,1511130.00,1515060.00,1502960.00,1506274.60,10798463436
Overall Index,20201212,1520510.00,1535250.00,1520510.00,1527452.60,14594084876
Overall Index,20201213,1520230.00,1520230.00,1509750.00,1515757.60,11644858133
Overall Index,20201214,1518210.00,1518210.00,1484100.00,1484158.90,6521500010
Overall Index,20201215,1459790.00,1459790.00,1428350.00,1428324.50,6521500010
Overall Index,20201216,1407130.00,1413450.00,1400370.00,1413429.50,12418576590
Overall Index,20201219,1429390.00,1444880.00,1429390.00,1444887.90,10053695004
Overall Index,20201220,1452580.00,1452890.00,1437350.00,1439055.00,9046000713
Overall Index,20201221,1434600.00,1444110.00,1428930.00,1436415.20,9016270370
Overall Index,20201222,1436100.00,1444880.00,1433590.00,1444889.10,10609432336
Overall Index,20201223,1453170.00,1454380.00,1447840.00,1447840.80,9479300241
Overall Index,20201226,1447700.00,1447700.00,1423500.00,1423507.40,8829685670
Overall Index,20201227,1419640.00,1420950.00,1407750.00,1419059.30,9963979528
Overall Index,20201228,1423010.00,1440730.00,1423010.00,1437142.10,8175616706
Overall Index,20201229,1438930.00,1438930.00,1411490.00,1411824.30,8230915060
Overall Index,20201230,1411540.00,1411540.00,1397840.00,1397847.60,7840080837
Overall Index,20210102,1389700.00,1389700.00,1354110.00,1354114.30,6065577245
Overall Index,20210103,1347700.00,1357900.00,1345820.00,1355475.30,8925080297
Overall Index,20210104,1361540.00,1375350.00,1361540.00,1374500.90,8791746228
Overall Index,20210105,1372480.00,1372480.00,1350210.00,1350211.40,8904611865
Overall Index,20210106,1342160.00,1342160.00,1310450.00,1310708.80,8503250697
Overall Index,20210109,1303460.00,1303850.00,1285940.00,1285947.70,10288013861
Overall Index,20210110,1295500.00,1310030.00,1295500.00,1306714.80,8674182628
Overall Index,20210111,1312750.00,1312750.00,1301240.00,1301245.30,9679612204
Overall Index,20210112,1295500.00,1295500.00,1260690.00,1260697.70,6828156829
Overall Index,20210113,1249380.00,1249380.00,1229870.00,1229889.50,10250216369
Overall Index,20210116,1223410.00,1223410.00,1186780.00,1186786.60,7772061093
Overall Index,20210118,1168400.00,1168400.00,1149720.00,1149721.60,3308414549
Overall Index,20210119,1136600.00,1150620.00,1129920.00,1150624.70,10365115501
Overall Index,20210120,1159090.00,1185110.00,1159090.00,1183948.00,5195508476
Overall Index,20210123,1198980.00,1222070.00,1198980.00,1222069.80,4737159684
Overall Index,20210124,1237010.00,1250930.00,1234590.00,1234597.20,15681567934
Overall Index,20210125,1229750.00,1236290.00,1221110.00,1235764.20,9116614034
